model,path,source_repository,model_type,schema,file_size_mb,parse_status,parse_error,validation_service_status,license_status,IfcProject,IfcSite,IfcBuilding,IfcBuildingStorey,IfcSpace,IfcWall,IfcDoor,IfcWindow,IfcSlab,IfcBeam,IfcColumn,IfcStair,IfcRailing,IfcDistributionElement,IfcBuildingElement,has_ifcsite,has_ifcbuilding,has_ifcspace,door_count,wall_count,site_count,completeness_tier
pass-any-layer-category-in-a-layer-set-will-pass-a-value-ac7c5324,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_layer_category_in_a_layer_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-layer-name-in-a-layer-set-will-pass-a-value-che-8c54d2f5,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_layer_name_in_a_layer_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-category-in-a-constituent-set-will-pas-b9ef5da3,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_category_in_a_constituent_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-category-in-a-layer-set-will-pass-a-va-9d0872a6,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_category_in_a_layer_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-category-in-a-list-will-pass-a-value-c-a5ab560d,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_category_in_a_list_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-category-in-a-profile-set-will-pass-a--450313ce,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_category_in_a_profile_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-name-in-a-constituent-set-will-pass-a--415500f4,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_name_in_a_constituent_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-name-in-a-layer-set-will-pass-a-value--e2b3d534,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_name_in_a_layer_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-name-in-a-list-will-pass-a-value-check-29249f01,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_name_in_a_list_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-material-name-in-a-profile-set-will-pass-a-valu-ac6a909a,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_material_name_in_a_profile_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-profile-category-in-a-profile-set-will-pass-a-v-8a7a7449,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_profile_category_in_a_profile_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-profile-name-in-a-profile-set-will-pass-a-value-790d9c9f,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_profile_name_in_a_profile_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-elements-with-any-material-will-pass-an-empty-mater-5541745e,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-elements_with_any_material_will_pass_an_empty_material_facet.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-occurrences-can-inherit-materials-from-their-types-ace3146d,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-occurrences_can_inherit_materials_from_their_types.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-occurrences-can-override-materials-from-their-types-60eb220b,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-occurrences_can_override_materials_from_their_types.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-group-entity-must-match-exactly-1-2-275a3899,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-a_group_entity_must_match_exactly_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-a-non-aggregated-element-fails-an-aggregate-relatio-e08e7eae,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-a_non_aggregated_element_fails_an_aggregate_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-non-grouped-element-fails-a-group-relationship-2020d94b,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-a_non_grouped_element_fails_a_group_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-6f217fd6,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-a_prohibited_facet_returns_the_opposite_of_a_required_facet.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-an_aggregate_may_specify_the_entity_of_the_whole_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,False,False,False,0,0,0,test-fragment
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-an_aggregate_may_specify_the_predefined_type_of_the_whole_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,False,False,False,0,0,0,test-fragment
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-any_contained_element_passes_a_containment_relationship_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-any_nested_whole_fails_a_nest_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_aggregated_whole_fails_an_aggregate_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_container_entity_must_match_exactly_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
fail-the-container-itself-always-fails-6287e30d,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_container_itself_always_fails.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
fail-the-container-must-be-related-using-specified-relat-ead16789,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_container_must_be_related_using_specified_relation_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False,False,True,0,0,0,test-fragment
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_container_predefined_type_must_match_exactly_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
fail-the-containment-can-be-indirect-2-2-af43df88,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_containment_can_be_indirect_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,False,True,True,0,0,0,test-fragment
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_nest_entity_must_match_exactly_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/fail-the_nest_predefined_type_must_match_exactly_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/invalid-a_group_predefined_type_must_match_exactly_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-a_group_entity_must_match_exactly_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-a_group_predefined_type_must_match_exactly_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-a_grouped_element_passes_a_group_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-required-facet-checks-all-parameters-as-normal-5b8d276a,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-a_required_facet_checks_all_parameters_as_normal.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-aggregate-entity-may-pass-any-ancestral-whole-pa-88d5b49e,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-an_aggregate_entity_may_pass_any_ancestral_whole_passes.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,False,False,False,0,0,0,test-fragment
pass-an-aggregate-may-specify-the-entity-of-the-whole-1--54ac356f,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-an_aggregate_may_specify_the_entity_of_the_whole_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,False,False,False,0,0,0,test-fragment
pass-an-aggregate-may-specify-the-predefined-type-of-the-06fc5840,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-an_aggregate_may_specify_the_predefined_type_of_the_whole_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,False,False,False,0,0,0,test-fragment
pass-any-contained-element-passes-a-containment-relation-e8c3bd08,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-any_contained_element_passes_a_containment_relationship_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
pass-any-nested-part-passes-a-nest-relationship-494035e5,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-any_nested_part_passes_a_nest_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-nesting-may-be-indirect-d936c608,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-nesting_may_be_indirect.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-the-aggregated-part-passes-an-aggregate-relationshi-a599ea05,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_aggregated_part_passes_an_aggregate_relationship.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-the-container-entity-must-match-exactly-2-2-6c392477,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_container_entity_must_match_exactly_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
pass-the-container-must-be-related-using-specified-relat-03fbb88a,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_container_must_be_related_using_specified_relation_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False,False,True,0,0,0,test-fragment
pass-the-container-predefined-type-must-match-exactly-2--29881b67,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_container_predefined_type_must_match_exactly_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,0,0,0,test-fragment
pass-the-containment-can-be-indirect-1-2-86412bda,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_containment_can_be_indirect_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,False,True,True,0,0,0,test-fragment
pass-the-nest-entity-must-match-exactly-2-2-e17a909f,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_nest_entity_must_match_exactly_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-the-nest-predefined-type-must-match-exactly-2-2-d662f34d,IDS-development/Documentation/ImplementersDocumentation/TestCases/partof/pass-the_nest_predefined_type_must_match_exactly_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-a-logical-unknown-is-considered-false-and-will-not--0e679298,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-a_logical_unknown_is_considered_false_and_will_not_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-151b4768,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-a_prohibited_facet_returns_the_opposite_of_a_required_facet.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-all-matching-properties-must-satisfy-requirements-3-3b382d0e,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-all_matching_properties_must_satisfy_requirements_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-all-matching-property-sets-must-satisfy-requirement-6d28f073,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-all_matching_property_sets_must_satisfy_requirements_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-an-empty-string-is-considered-false-and-will-not-pa-38a3e232,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-an_empty_string_is_considered_false_and_will_not_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-any-matching-value-in-a-bounded-property-will-pass--592b4614,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-any_matching_value_in_a_bounded_property_will_pass_4_4.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-any-matching-value-in-a-list-property-will-pass-3-3-fac74f9e,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-any_matching_value_in_a_list_property_will_pass_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-any-matching-value-in-a-table-property-will-pass-3--f1441267,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-any_matching_value_in_a_table_property_will_pass_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-booleans-must-be-specified-as-lowercase-strings-1-3-a3b2b01e,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-booleans_must_be_specified_as_lowercase_strings_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-complex-properties-are-not-supported-1-2-4ddb7bb2,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-complex_properties_are_not_supported_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-complex-properties-are-not-supported-2-2-595bfca2,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-complex_properties_are_not_supported_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-dates-are-treated-as-strings-2-2-a1175535,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-dates_are_treated_as_strings_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-durations-are-treated-as-strings-1-2-4e7f6c96,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-durations_are_treated_as_strings_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-elements-with-a-matching-pset-but-no-property-also--f9ee608f,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-elements_with_a_matching_pset_but_no_property_also_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-elements-with-no-properties-always-fail-9a443418,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-elements_with_no_properties_always_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-ids-does-not-handle-string-truncation-such-as-for-i-5385bfc4,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-ids_does_not_handle_string_truncation_such_as_for_identifiers.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-if-multiple-properties-are-matched-all-values-must--7aab0d25,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-if_multiple_properties_are_matched__all_values_must_satisfy_requirements_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-measures-are-used-to-specify-an-ifc-data-type-1-2-09b927da,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-measures_are_used_to_specify_an_ifc_data_type_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-no-matching-value-in-an-enumerated-property-will-fa-f2e9103b,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-no_matching_value_in_an_enumerated_property_will_fail_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-predefined-properties-are-supported-but-discouraged-2fa70912,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-predefined_properties_are_supported_but_discouraged_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,False,1,0,0,test-fragment
fail-properties-can-be-associated-to-relevant-object-typ-877e6881,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-properties_can_be_associated_to_relevant_object_types.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.005,ok,,not_tested,inspect_only_raw_not_redistributed,1,1,1,1,0,4,0,0,0,0,0,0,0,0,4,True,True,False,0,4,1,test-fragment
fail-properties-can-be-overriden-by-an-occurrence-2-2-b605279f,IDS-development/Documentation/ImplementersDocumentation/TestCases/property/fail-properties_can_be_overriden_by_an_occurrence_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
