model,path,source_repository,model_type,schema,file_size_mb,parse_status,parse_error,validation_service_status,license_status,IfcProject,IfcSite,IfcBuilding,IfcBuildingStorey,IfcSpace,IfcWall,IfcDoor,IfcWindow,IfcSlab,IfcBeam,IfcColumn,IfcStair,IfcRailing,IfcDistributionElement,IfcBuildingElement,has_ifcsite,has_ifcbuilding,has_ifcspace,door_count,wall_count,site_count,completeness_tier
fail-restrictions-can-be-used-for-values-3-3-fee62ed4,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/fail-restrictions_can_be_used_for_values_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
fail-systems-should-match-exactly-2-5-0489d540,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/fail-systems_should_match_exactly_2_5.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-a-classification-facet-with-no-data-matches-any-cla-9e6a3070,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-a_classification_facet_with_no_data_matches_any_classification_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-a-required-facet-checks-all-parameters-as-normal-6372f302,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-a_required_facet_checks_all_parameters_as_normal.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-an-optional-classification-value-passes-if-null-4c94cbaf,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-an_optional_classification_value_passes_if_null.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-optional-classification-value-passes-if-specifie-4acc4efe,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-an_optional_classification_value_passes_if_specified.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-both-system-and-value-must-match-all-not-any-if-spe-381655dc,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-both_system_and_value_must_match__all__not_any__if_specified_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-non-rooted-resources-that-have-external-classificat-8bd8555a,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-non_rooted_resources_that_have_external_classification_references_should_also_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,,,failed,Path does not exist: '<project>\data_raw\IDS-development\Documentation\ImplementersDocumentation\TestCases\classification\pass-non_rooted_resources_that_have_external_classification_references_should_also_pass.ifc'.,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,parse-failed
pass-occurrences-override-the-type-classification-per-sy-c169b940,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-occurrences_override_the_type_classification_per_system_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-occurrences-override-the-type-classification-per-sy-48997660,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-occurrences_override_the_type_classification_per_system_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-restrictions-can-be-used-for-systems-2-2-13ea3f07,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-restrictions_can_be_used_for_systems_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-restrictions-can-be-used-for-values-1-3-2fa136e1,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-restrictions_can_be_used_for_values_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-restrictions-can-be-used-for-values-2-3-d142fb65,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-restrictions_can_be_used_for_values_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-systems-should-match-exactly-1-5-790ad469,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-systems_should_match_exactly_1_5.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-systems-should-match-exactly-3-5-1a0ed02d,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-systems_should_match_exactly_3_5.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-systems-should-match-exactly-4-5-f9b3c8fa,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-systems_should_match_exactly_4_5.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-systems-should-match-exactly-5-5-675974fa,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-systems_should_match_exactly_5_5.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
pass-values-match-subreferences-if-full-classifications--06d7daec,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-values_match_subreferences_if_full_classifications_are_used__e_g__ef_25_10_should_match_ef_25_10_25__ef_25_10_30__etc_.ifc,buildingSMART IDS repository,ids-validator-testcase,,,failed,Path does not exist: '<project>\data_raw\IDS-development\Documentation\ImplementersDocumentation\TestCases\classification\pass-values_match_subreferences_if_full_classifications_are_used__e_g__ef_25_10_should_match_ef_25_10_25__ef_25_10_30__etc_.ifc'.,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,parse-failed
pass-values-should-match-exactly-if-lightweight-classifi-a5f9ccb9,IDS-development/Documentation/ImplementersDocumentation/TestCases/classification/pass-values_should_match_exactly_if_lightweight_classifications_are_used.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.001,ok,,not_tested,inspect_only_raw_not_redistributed,1,0,0,0,0,1,0,0,1,1,1,0,0,0,4,False,False,False,0,1,0,test-fragment
fail-a-null-predefined-type-should-always-fail-a-specifi-86dd0564,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/fail-a_null_predefined_type_should_always_fail_a_specified_predefined_types.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-predefined-type-from-an-enumeration-must-be-upper-adf37778,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/fail-a_predefined_type_from_an_enumeration_must_be_uppercase.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-an-entity-not-matching-a-specified-predefined-type--ab83a0dd,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/fail-an_entity_not_matching_a_specified_predefined_type_will_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-restrictions-can-be-specified-for-the-predefined-ty-026a6bbd,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/fail-restrictions_can_be_specified_for_the_predefined_type_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-user-defined-types-are-checked-case-sensitively-41bee61b,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/fail-user_defined_types_are_checked_case_sensitively.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-an-entity-not-matching-the-specified-class-shoul-5d9a5e58,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/invalid-an_entity_not_matching_the_specified_class_should_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,False,0,0,0,test-fragment
invalid-entities-can-be-specified-as-a-xsd-regex-pattern-ee76b476,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/invalid-entities_can_be_specified_as_a_xsd_regex_pattern_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-entities-can-be-specified-as-an-enumeration-3-3-f3e0d192,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/invalid-entities_can_be_specified_as_an_enumeration_3_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,0,0,0,test-fragment
invalid-entities-must-be-specified-as-uppercase-strings-8eea81e3,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/invalid-entities_must_be_specified_as_uppercase_strings.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-invalid-entities-always-fail-c6620761,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/invalid-invalid_entities_always_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
invalid-subclasses-are-not-considered-as-matching-922cf776,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/invalid-subclasses_are_not_considered_as_matching.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-matching-entity-should-pass-1b462173,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-a_matching_entity_should_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-matching-predefined-type-should-pass-c3e15ae7,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-a_matching_predefined_type_should_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-predefined-type-may-specify-a-user-defined-elemen-d10dfd7c,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-a_predefined_type_may_specify_a_user_defined_element_type.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-a-predefined-type-may-specify-a-user-defined-object-686f8d1a,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-a_predefined_type_may_specify_a_user_defined_object_type.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-a_predefined_type_may_specify_a_user_defined_process_type.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-an_matching_entity_should_pass_regardless_of_predefined_type.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-entities_can_be_specified_as_a_xsd_regex_pattern_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-entities_can_be_specified_as_an_enumeration_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-entities_can_be_specified_as_an_enumeration_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,False,0,0,0,test-fragment
pass-inherited-predefined-types-should-pass-0d60e246,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-inherited_predefined_types_should_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-overridden-predefined-types-should-pass-f30c8394,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-overridden_predefined_types_should_pass.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-restrictions_can_be_specified_for_the_predefined_type_1_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-restrictions_can_be_specified_for_the_predefined_type_2_3.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-userdefined-predefined-types-may-be-specified-61cf4431,IDS-development/Documentation/ImplementersDocumentation/TestCases/entity/pass-userdefined_predefined_types_may_be_specified.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,test-fragment
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/fail-a_minimal_ids_can_check_a_minimal_ifc_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,False,False,False,0,2,0,test-fragment
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/fail-a_specification_passes_only_if_all_requirements_pass_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/fail-prohibited_specifications_fails_if_the_applicability_matches.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-required-specifications-need-at-least-one-applicabl-40bb672b,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/fail-required_specifications_need_at_least_one_applicable_entity_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,False,0,0,0,test-fragment
invalid-prohibited-specifications-invalid-if-requirement-f152189d,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/invalid-prohibited_specifications_invalid_if_requirements_are_specified.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-a_minimal_ids_can_check_a_minimal_ifc_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,False,False,False,0,2,0,test-fragment
pass-a-specification-passes-only-if-all-requirements-pas-1ea36d94,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-a_specification_passes_only_if_all_requirements_pass_2_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-optional-specifications-may-still-pass-if-nothing-i-cf636dae,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-optional_specifications_may_still_pass_if_nothing_is_applicable.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,False,0,0,0,test-fragment
pass-prohibited-specifications-passes-if-the-applicabili-2eadacb8,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-prohibited_specifications_passes_if_the_applicability_does_not_matches.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-required-specifications-need-at-least-one-applicabl-01aeb887,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-required_specifications_need_at_least_one_applicable_entity_1_2.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-specification-optionality-and-facet-optionality-can-acfb3033,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-specification_optionality_and_facet_optionality_can_be_combined.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-specification-version-is-purely-metadata-and-does-n-434a6c87,IDS-development/Documentation/ImplementersDocumentation/TestCases/ids/pass-specification_version_is_purely_metadata_and_does_not_impact_pass_or_fail_result.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,False,False,False,0,2,0,test-fragment
fail-a-constituent-set-with-no-data-will-fail-a-value-ch-0611eb18,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/fail-a_constituent_set_with_no_data_will_fail_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-material-list-with-no-data-will-fail-a-value-chec-b6223d23,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/fail-a_material_list_with_no_data_will_fail_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-a-prohibited-facet-returns-the-opposite-of-a-requir-08c96f95,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/fail-a_prohibited_facet_returns_the_opposite_of_a_required_facet.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-an-optional-material-fails-if-no-value-matches-11eb2d09,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/fail-an_optional_material_fails_if_no_value_matches.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-elements-without-a-material-always-fail-40ec12aa,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/fail-elements_without_a_material_always_fail.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
fail-material-with-no-data-will-fail-a-value-check-134e5987,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/fail-material_with_no_data_will_fail_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-layer-set-name-will-pass-a-value-check-29d852a1,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-a_layer_set_name_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-material-category-may-pass-the-value-check-725422fe,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-a_material_category_may_pass_the_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-material-name-may-pass-the-value-check-7677391f,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-a_material_name_may_pass_the_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-a-required-facet-checks-all-parameters-as-normal-53219836,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-a_required_facet_checks_all_parameters_as_normal.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-optional-material-passes-if-null-d4905124,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-an_optional_material_passes_if_null.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-an-optional-material-passes-if-specified-a47c4d70,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-an_optional_material_passes_if_specified.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-constituent-category-in-a-constituent-set-will--413dedac,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_constituent_category_in_a_constituent_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
pass-any-constituent-name-in-a-constituent-set-will-pass-19f583dc,IDS-development/Documentation/ImplementersDocumentation/TestCases/material/pass-any_constituent_name_in_a_constituent_set_will_pass_a_value_check.ifc,buildingSMART IDS repository,ids-validator-testcase,IFC4,0.0,ok,,not_tested,inspect_only_raw_not_redistributed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,0,1,0,test-fragment
