model,schema,source_repository,model_type,completeness_tier,rule_id,ids_representable,target_count,ifctester_pass_count,ifctester_pass_rate
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,2,0,0.0
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-an-aggregate-may-specify-the-entity-of-the-whole-2--5647135b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,2,2,1.0
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,2,0,0.0
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,2,0,0.0
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-an-aggregate-may-specify-the-predefined-type-of-the-0037884d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,1,0,0.0
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-any-contained-element-passes-a-containment-relation-8a19ec40,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,2,2,1.0
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,2,0,0.0
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-any-nested-whole-fails-a-nest-relationship-063aed0e,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,2,2,1.0
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,2,0,0.0
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,1,0,0.0
fail-the-aggregated-whole-fails-an-aggregate-relationshi-2787074f,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,1,0,0.0
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-container-entity-must-match-exactly-1-2-ee356f81,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,1,0,0.0
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-container-itself-always-fails-6287e30d,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,1,0,0.0
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-container-must-be-related-using-specified-relat-ead16789,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,1,0,0.0
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-container-predefined-type-must-match-exactly-1--29d58c5b,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,1,0,0.0
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,1,0,0.0
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-containment-can-be-indirect-2-2-af43df88,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,2,2,1.0
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,2,0,0.0
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-nest-entity-must-match-exactly-1-2-2cb2c7d8,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,2,2,1.0
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,2,1,0.5
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
fail-the-nest-predefined-type-must-match-exactly-1-2-f4effee7,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,0,0.0
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
invalid-a-group-predefined-type-must-match-exactly-1-2-96743a5a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,0,0.0
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
pass-a-group-entity-must-match-exactly-2-2-12c25f29,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,0,0.0
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
pass-a-group-predefined-type-must-match-exactly-2-2-64224726,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,1,1,1.0
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,1,0,0.0
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,1,0,0.0
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,1,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R05_MATERIAL_AVAILABLE,True,0,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R06_DOOR_CLEAR_WIDTH,True,0,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R07_WINDOW_DIMENSIONS,True,0,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R08_SPACE_AREA,True,0,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R09_FIRE_RATING,True,0,0,
pass-a-grouped-element-passes-a-group-relationship-d5b6ed97,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R10_SITE_GEOREFERENCE,False,0,0,
pass-a-required-facet-checks-all-parameters-as-normal-5b8d276a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R01_GLOBAL_ID,True,2,2,1.0
pass-a-required-facet-checks-all-parameters-as-normal-5b8d276a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R02_OBJECT_NAME,True,2,0,0.0
pass-a-required-facet-checks-all-parameters-as-normal-5b8d276a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R03_TYPE_OR_OBJECTTYPE,True,2,0,0.0
pass-a-required-facet-checks-all-parameters-as-normal-5b8d276a,IFC4,buildingSMART IDS repository,ids-validator-testcase,test-fragment,R04_SPATIAL_CONTAINMENT,False,2,0,
