model,source_repository,model_type,completeness_tier,schema,rule_id,target_count,direct_reference_pass_count,direct_reference_pass_rate
pass-a-predefined-type-may-specify-a-user-defined-object-686f8d1a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-a-predefined-type-may-specify-a-user-defined-object-686f8d1a,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,0,0,
pass-a-predefined-type-may-specify-a-user-defined-proces-d3acc4c0,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-an-matching-entity-should-pass-regardless-of-predef-97feba0d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,0,0,
pass-entities-can-be-specified-as-a-xsd-regex-pattern-2--ccbcb551,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-1-3-1465b2bb,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,0,0,
pass-entities-can-be-specified-as-an-enumeration-2-3-cc433226,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-inherited-predefined-types-should-pass-0d60e246,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,1,1.0
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-overridden-predefined-types-should-pass-f30c8394,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,1,1.0
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-daafdcd8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,1,1.0
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
pass-restrictions-can-be-specified-for-the-predefined-ty-a23ee097,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,0,0,
pass-userdefined-predefined-types-may-be-specified-61cf4431,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,2,2,1.0
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,2,1,0.5
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,2,0,0.0
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,2,0,0.0
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,2,0,0.0
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,2,0,0.0
fail-a-minimal-ids-can-check-a-minimal-ifc-1-2-17906ac8,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,1,1.0
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
fail-a-specification-passes-only-if-all-requirements-pas-d03c5eb2,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,1,1.0
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
fail-prohibited-specifications-fails-if-the-applicabilit-822dbced,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,1,1.0
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,0,0,
fail-required-specifications-need-at-least-one-applicabl-40bb672b,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,1,1,1.0
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,1,1,1.0
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,1,0,0.0
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,1,0,0.0
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,1,0,0.0
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R09_FIRE_RATING,1,0,0.0
invalid-prohibited-specifications-invalid-if-requirement-f152189d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R10_SITE_GEOREFERENCE,0,0,
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R01_GLOBAL_ID,2,2,1.0
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R02_OBJECT_NAME,2,2,1.0
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R03_TYPE_OR_OBJECTTYPE,2,0,0.0
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R04_SPATIAL_CONTAINMENT,2,0,0.0
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R05_MATERIAL_AVAILABLE,2,0,0.0
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R06_DOOR_CLEAR_WIDTH,0,0,
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R07_WINDOW_DIMENSIONS,0,0,
pass-a-minimal-ids-can-check-a-minimal-ifc-2-2-1bd6c51d,buildingSMART IDS repository,ids-validator-testcase,test-fragment,IFC4,R08_SPACE_AREA,0,0,
