model,rule_id,ifc_class,global_id,name,passed,reason
IFC4-basin-tessellation,R01_GLOBAL_ID,IfcSanitaryTerminal,0Zk2_ch2P32wrl1QuECi58,,True,GlobalId is present
IFC4-basin-tessellation,R02_OBJECT_NAME,IfcSanitaryTerminal,0Zk2_ch2P32wrl1QuECi58,,False,Name is missing
IFC4-basin-tessellation,R03_TYPE_OR_OBJECTTYPE,IfcSanitaryTerminal,0Zk2_ch2P32wrl1QuECi58,,True,type/object type is present
IFC4-basin-tessellation,R04_SPATIAL_CONTAINMENT,IfcSanitaryTerminal,0Zk2_ch2P32wrl1QuECi58,,True,spatial containment is present
IFC4-column-straight-rectangle-tessellation,R01_GLOBAL_ID,IfcColumn,2WUGYBphrFv8aLIFJCmiIk,Column #1,True,GlobalId is present
IFC4-column-straight-rectangle-tessellation,R02_OBJECT_NAME,IfcColumn,2WUGYBphrFv8aLIFJCmiIk,Column #1,True,Name is present
IFC4-column-straight-rectangle-tessellation,R03_TYPE_OR_OBJECTTYPE,IfcColumn,2WUGYBphrFv8aLIFJCmiIk,Column #1,True,type/object type is present
IFC4-column-straight-rectangle-tessellation,R04_SPATIAL_CONTAINMENT,IfcColumn,2WUGYBphrFv8aLIFJCmiIk,Column #1,True,spatial containment is present
IFC4-column-straight-rectangle-tessellation,R05_MATERIAL_AVAILABLE,IfcColumn,2WUGYBphrFv8aLIFJCmiIk,Column #1,False,material assignment is missing
IFC4-column-straight-rectangle-tessellation,R10_SITE_GEOREFERENCE,IfcSite,0M0akNk9f3hOH9u2awmtre,Site #1,False,site latitude/longitude are missing
IFC4-tessellated-item,R01_GLOBAL_ID,IfcBuildingElementProxy,1kTvXnbbzCWw8lcMd1dR4o,P-1,True,GlobalId is present
IFC4-tessellated-item,R02_OBJECT_NAME,IfcBuildingElementProxy,1kTvXnbbzCWw8lcMd1dR4o,P-1,True,Name is present
IFC4-tessellated-item,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,1kTvXnbbzCWw8lcMd1dR4o,P-1,False,type/object type is missing
IFC4-tessellated-item,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,1kTvXnbbzCWw8lcMd1dR4o,P-1,True,spatial containment is present
IFC4-tessellation-with-individual-colors,R01_GLOBAL_ID,IfcBuildingElementProxy,3VRU6T9_18bPNzxvGkzDIj,BuildingElementProxy,True,GlobalId is present
IFC4-tessellation-with-individual-colors,R02_OBJECT_NAME,IfcBuildingElementProxy,3VRU6T9_18bPNzxvGkzDIj,BuildingElementProxy,True,Name is present
IFC4-tessellation-with-individual-colors,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3VRU6T9_18bPNzxvGkzDIj,BuildingElementProxy,False,type/object type is missing
IFC4-tessellation-with-individual-colors,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,3VRU6T9_18bPNzxvGkzDIj,BuildingElementProxy,True,spatial containment is present
IFC4-wall-with-opening-and-window,R01_GLOBAL_ID,IfcWall,3ZYW59sxj8lei475l7EhLU,Wall for Test Example,True,GlobalId is present
IFC4-wall-with-opening-and-window,R01_GLOBAL_ID,IfcWindow,0tA4DSHd50le6Ov9Yu0I9X,Window for Test Example,True,GlobalId is present
IFC4-wall-with-opening-and-window,R01_GLOBAL_ID,IfcOpeningElement,2bJiss68D6hvLKV8O1xmqJ,Opening Element for Test Example,True,GlobalId is present
IFC4-wall-with-opening-and-window,R02_OBJECT_NAME,IfcWall,3ZYW59sxj8lei475l7EhLU,Wall for Test Example,True,Name is present
IFC4-wall-with-opening-and-window,R02_OBJECT_NAME,IfcWindow,0tA4DSHd50le6Ov9Yu0I9X,Window for Test Example,True,Name is present
IFC4-wall-with-opening-and-window,R02_OBJECT_NAME,IfcOpeningElement,2bJiss68D6hvLKV8O1xmqJ,Opening Element for Test Example,True,Name is present
IFC4-wall-with-opening-and-window,R03_TYPE_OR_OBJECTTYPE,IfcWall,3ZYW59sxj8lei475l7EhLU,Wall for Test Example,False,type/object type is missing
IFC4-wall-with-opening-and-window,R03_TYPE_OR_OBJECTTYPE,IfcWindow,0tA4DSHd50le6Ov9Yu0I9X,Window for Test Example,True,type/object type is present
IFC4-wall-with-opening-and-window,R03_TYPE_OR_OBJECTTYPE,IfcOpeningElement,2bJiss68D6hvLKV8O1xmqJ,Opening Element for Test Example,True,type/object type is present
IFC4-wall-with-opening-and-window,R04_SPATIAL_CONTAINMENT,IfcWall,3ZYW59sxj8lei475l7EhLU,Wall for Test Example,True,spatial containment is present
IFC4-wall-with-opening-and-window,R04_SPATIAL_CONTAINMENT,IfcWindow,0tA4DSHd50le6Ov9Yu0I9X,Window for Test Example,True,spatial containment is present
IFC4-wall-with-opening-and-window,R04_SPATIAL_CONTAINMENT,IfcOpeningElement,2bJiss68D6hvLKV8O1xmqJ,Opening Element for Test Example,False,spatial containment is missing
IFC4-wall-with-opening-and-window,R05_MATERIAL_AVAILABLE,IfcWall,3ZYW59sxj8lei475l7EhLU,Wall for Test Example,True,material assignment is present
IFC4-wall-with-opening-and-window,R05_MATERIAL_AVAILABLE,IfcWindow,0tA4DSHd50le6Ov9Yu0I9X,Window for Test Example,True,material assignment is present
IFC4-wall-with-opening-and-window,R07_WINDOW_DIMENSIONS,IfcWindow,0tA4DSHd50le6Ov9Yu0I9X,Window for Test Example,True,all dimensions are positive
IFC4-wall-with-opening-and-window,R09_FIRE_RATING,IfcWall,3ZYW59sxj8lei475l7EhLU,Wall for Test Example,True,FireRating property is present
IFC4-wall-with-opening-and-window,R10_SITE_GEOREFERENCE,IfcSite,1cwlDi_hLEvPsClAelBNnz,Default Site,True,site latitude/longitude are present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcBuildingElementProxy,1wADrO19H3w980h1wUyXLk,Group#18,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcBuildingElementProxy,0bo7_K6az7AA$4RxkSNVNM,Group#19,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcBuildingElementProxy,3_4VN63S96DfWiJjgG8j1C,sand bedding,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcRoof,2iPwJwpPDCSgMheXwk9cBT,house - roof,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcSlab,3zR0BOEcLADRKln4HYporH,floor,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcSlab,0ZTBBPo6f6bxqV2K7Oelrq,house - roof - slab left,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcSlab,12UVOn4wvAJPMUExKdZLb8,house - roof - slab right,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcWall,1AQAupaRP1txwK1AGiN61V,house - outer wall - house right front,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcWall,3wdauVJT5Fx9drrREiDqA$,house - outer wall - house right back,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcWall,0OfZwWc8j9QP5uX8xPTxDH,house - outer wall - house left,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcWall,1uS5vfZPn9R8PlAaVd73on,plumbing wall,True,GlobalId is present
IFC4-Building-Architecture,R01_GLOBAL_ID,IfcFurniture,2e9pghUJbBqR4jTInsONQT,kitchen,True,GlobalId is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcBuildingElementProxy,1wADrO19H3w980h1wUyXLk,Group#18,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcBuildingElementProxy,0bo7_K6az7AA$4RxkSNVNM,Group#19,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcBuildingElementProxy,3_4VN63S96DfWiJjgG8j1C,sand bedding,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcRoof,2iPwJwpPDCSgMheXwk9cBT,house - roof,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcSlab,3zR0BOEcLADRKln4HYporH,floor,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcSlab,0ZTBBPo6f6bxqV2K7Oelrq,house - roof - slab left,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcSlab,12UVOn4wvAJPMUExKdZLb8,house - roof - slab right,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcWall,1AQAupaRP1txwK1AGiN61V,house - outer wall - house right front,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcWall,3wdauVJT5Fx9drrREiDqA$,house - outer wall - house right back,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcWall,0OfZwWc8j9QP5uX8xPTxDH,house - outer wall - house left,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcWall,1uS5vfZPn9R8PlAaVd73on,plumbing wall,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcFurniture,2e9pghUJbBqR4jTInsONQT,kitchen,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcSpace,0xY$LvXaDEswJDk_VU74C_,living room,True,Name is present
IFC4-Building-Architecture,R02_OBJECT_NAME,IfcSpace,18QhMtUIXBvQktPHXXxs7H,entry hall,True,Name is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,1wADrO19H3w980h1wUyXLk,Group#18,False,type/object type is missing
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,0bo7_K6az7AA$4RxkSNVNM,Group#19,False,type/object type is missing
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3_4VN63S96DfWiJjgG8j1C,sand bedding,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcRoof,2iPwJwpPDCSgMheXwk9cBT,house - roof,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcSlab,3zR0BOEcLADRKln4HYporH,floor,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcSlab,0ZTBBPo6f6bxqV2K7Oelrq,house - roof - slab left,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcSlab,12UVOn4wvAJPMUExKdZLb8,house - roof - slab right,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcWall,1AQAupaRP1txwK1AGiN61V,house - outer wall - house right front,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcWall,3wdauVJT5Fx9drrREiDqA$,house - outer wall - house right back,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcWall,0OfZwWc8j9QP5uX8xPTxDH,house - outer wall - house left,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcWall,1uS5vfZPn9R8PlAaVd73on,plumbing wall,True,type/object type is present
IFC4-Building-Architecture,R03_TYPE_OR_OBJECTTYPE,IfcFurniture,2e9pghUJbBqR4jTInsONQT,kitchen,True,type/object type is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,1wADrO19H3w980h1wUyXLk,Group#18,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,0bo7_K6az7AA$4RxkSNVNM,Group#19,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,3_4VN63S96DfWiJjgG8j1C,sand bedding,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcRoof,2iPwJwpPDCSgMheXwk9cBT,house - roof,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcSlab,3zR0BOEcLADRKln4HYporH,floor,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcSlab,0ZTBBPo6f6bxqV2K7Oelrq,house - roof - slab left,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcSlab,12UVOn4wvAJPMUExKdZLb8,house - roof - slab right,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcWall,1AQAupaRP1txwK1AGiN61V,house - outer wall - house right front,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcWall,3wdauVJT5Fx9drrREiDqA$,house - outer wall - house right back,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcWall,0OfZwWc8j9QP5uX8xPTxDH,house - outer wall - house left,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcWall,1uS5vfZPn9R8PlAaVd73on,plumbing wall,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcFurniture,2e9pghUJbBqR4jTInsONQT,kitchen,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcSpace,0xY$LvXaDEswJDk_VU74C_,living room,True,spatial containment is present
IFC4-Building-Architecture,R04_SPATIAL_CONTAINMENT,IfcSpace,18QhMtUIXBvQktPHXXxs7H,entry hall,True,spatial containment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcWall,1AQAupaRP1txwK1AGiN61V,house - outer wall - house right front,True,material assignment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcWall,3wdauVJT5Fx9drrREiDqA$,house - outer wall - house right back,True,material assignment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcWall,0OfZwWc8j9QP5uX8xPTxDH,house - outer wall - house left,True,material assignment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcWall,1uS5vfZPn9R8PlAaVd73on,plumbing wall,True,material assignment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcSlab,3zR0BOEcLADRKln4HYporH,floor,True,material assignment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcSlab,0ZTBBPo6f6bxqV2K7Oelrq,house - roof - slab left,True,material assignment is present
IFC4-Building-Architecture,R05_MATERIAL_AVAILABLE,IfcSlab,12UVOn4wvAJPMUExKdZLb8,house - roof - slab right,True,material assignment is present
IFC4-Building-Architecture,R08_SPACE_AREA,IfcSpace,0xY$LvXaDEswJDk_VU74C_,living room,True,GrossPlannedArea=18.5
IFC4-Building-Architecture,R08_SPACE_AREA,IfcSpace,18QhMtUIXBvQktPHXXxs7H,entry hall,True,GrossPlannedArea=6.08
IFC4-Building-Architecture,R09_FIRE_RATING,IfcWall,1AQAupaRP1txwK1AGiN61V,house - outer wall - house right front,False,fire rating property/token is missing
IFC4-Building-Architecture,R09_FIRE_RATING,IfcWall,3wdauVJT5Fx9drrREiDqA$,house - outer wall - house right back,False,fire rating property/token is missing
IFC4-Building-Architecture,R09_FIRE_RATING,IfcWall,0OfZwWc8j9QP5uX8xPTxDH,house - outer wall - house left,False,fire rating property/token is missing
IFC4-Building-Architecture,R09_FIRE_RATING,IfcWall,1uS5vfZPn9R8PlAaVd73on,plumbing wall,False,fire rating property/token is missing
IFC4-Building-Architecture,R10_SITE_GEOREFERENCE,IfcSite,23sFQGRy90RxVbRHD9iSE2,environment - site,False,site latitude/longitude are missing
IFC4-Building-Architecture,R10_SITE_GEOREFERENCE,IfcSite,1Pbuu0tu59NfhrTsztVBK1,house - site,False,site latitude/longitude are missing
IFC4-Building-Hvac,R01_GLOBAL_ID,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,GlobalId is present
IFC4-Building-Hvac,R01_GLOBAL_ID,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,GlobalId is present
IFC4-Building-Hvac,R01_GLOBAL_ID,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,GlobalId is present
IFC4-Building-Hvac,R01_GLOBAL_ID,IfcDuctSegment,38WbwIGD90nB_3T2BTU5Ed,building element,True,GlobalId is present
IFC4-Building-Hvac,R01_GLOBAL_ID,IfcAirTerminal,23uPJWDfXEcwHH3kdFgV9c,chimney cover,True,GlobalId is present
IFC4-Building-Hvac,R01_GLOBAL_ID,IfcAirTerminal,34Y6EIt3nDCAS1k$kPGOKm,house fireplace cap,True,GlobalId is present
IFC4-Building-Hvac,R02_OBJECT_NAME,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,Name is present
IFC4-Building-Hvac,R02_OBJECT_NAME,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,Name is present
IFC4-Building-Hvac,R02_OBJECT_NAME,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,Name is present
IFC4-Building-Hvac,R02_OBJECT_NAME,IfcDuctSegment,38WbwIGD90nB_3T2BTU5Ed,building element,True,Name is present
IFC4-Building-Hvac,R02_OBJECT_NAME,IfcAirTerminal,23uPJWDfXEcwHH3kdFgV9c,chimney cover,True,Name is present
IFC4-Building-Hvac,R02_OBJECT_NAME,IfcAirTerminal,34Y6EIt3nDCAS1k$kPGOKm,house fireplace cap,True,Name is present
IFC4-Building-Hvac,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,type/object type is present
IFC4-Building-Hvac,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,type/object type is present
IFC4-Building-Hvac,R03_TYPE_OR_OBJECTTYPE,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,type/object type is present
IFC4-Building-Hvac,R03_TYPE_OR_OBJECTTYPE,IfcDuctSegment,38WbwIGD90nB_3T2BTU5Ed,building element,True,type/object type is present
IFC4-Building-Hvac,R03_TYPE_OR_OBJECTTYPE,IfcAirTerminal,23uPJWDfXEcwHH3kdFgV9c,chimney cover,True,type/object type is present
IFC4-Building-Hvac,R03_TYPE_OR_OBJECTTYPE,IfcAirTerminal,34Y6EIt3nDCAS1k$kPGOKm,house fireplace cap,True,type/object type is present
IFC4-Building-Hvac,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,spatial containment is present
IFC4-Building-Hvac,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,spatial containment is present
IFC4-Building-Hvac,R04_SPATIAL_CONTAINMENT,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,spatial containment is present
IFC4-Building-Hvac,R04_SPATIAL_CONTAINMENT,IfcDuctSegment,38WbwIGD90nB_3T2BTU5Ed,building element,True,spatial containment is present
IFC4-Building-Hvac,R04_SPATIAL_CONTAINMENT,IfcAirTerminal,23uPJWDfXEcwHH3kdFgV9c,chimney cover,True,spatial containment is present
IFC4-Building-Hvac,R04_SPATIAL_CONTAINMENT,IfcAirTerminal,34Y6EIt3nDCAS1k$kPGOKm,house fireplace cap,True,spatial containment is present
IFC4-Building-Hvac,R10_SITE_GEOREFERENCE,IfcSite,23sFQGRy90RxVbRHD9iSE2,environment - site,False,site latitude/longitude are missing
IFC4-Building-Hvac,R10_SITE_GEOREFERENCE,IfcSite,1Pbuu0tu59NfhrTsztVBK1,house - site,False,site latitude/longitude are missing
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,GlobalId is present
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcBuildingElementProxy,2n2Nw9YVPDWRM5Ya5dKpj4,Group#17,True,GlobalId is present
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,GlobalId is present
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcGeographicElement,3rjfgVlxX47xval0xizSlT,house - site - grass,True,GlobalId is present
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcGeographicElement,1tnCBP2MXBYgVII_I4SNlD,house - site - soil,True,GlobalId is present
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcGeographicElement,2pVtmJZNb8zwPoLLLgilXw,house - site - underground,True,GlobalId is present
IFC4-Building-Landscaping,R01_GLOBAL_ID,IfcGeographicElement,2zxheXkSbCUgmJF8PPqK6F,tree,True,GlobalId is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,Name is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcBuildingElementProxy,2n2Nw9YVPDWRM5Ya5dKpj4,Group#17,True,Name is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,Name is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,3rjfgVlxX47xval0xizSlT,house - site - grass,True,Name is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,1tnCBP2MXBYgVII_I4SNlD,house - site - soil,True,Name is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2pVtmJZNb8zwPoLLLgilXw,house - site - underground,True,Name is present
IFC4-Building-Landscaping,R02_OBJECT_NAME,IfcGeographicElement,2zxheXkSbCUgmJF8PPqK6F,tree,True,Name is present
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,type/object type is present
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,2n2Nw9YVPDWRM5Ya5dKpj4,Group#17,False,type/object type is missing
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,type/object type is present
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,3rjfgVlxX47xval0xizSlT,house - site - grass,True,type/object type is present
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,1tnCBP2MXBYgVII_I4SNlD,house - site - soil,True,type/object type is present
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2pVtmJZNb8zwPoLLLgilXw,house - site - underground,True,type/object type is present
IFC4-Building-Landscaping,R03_TYPE_OR_OBJECTTYPE,IfcGeographicElement,2zxheXkSbCUgmJF8PPqK6F,tree,True,type/object type is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,spatial containment is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,2n2Nw9YVPDWRM5Ya5dKpj4,Group#17,True,spatial containment is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,spatial containment is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcGeographicElement,3rjfgVlxX47xval0xizSlT,house - site - grass,True,spatial containment is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcGeographicElement,1tnCBP2MXBYgVII_I4SNlD,house - site - soil,True,spatial containment is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcGeographicElement,2pVtmJZNb8zwPoLLLgilXw,house - site - underground,True,spatial containment is present
IFC4-Building-Landscaping,R04_SPATIAL_CONTAINMENT,IfcGeographicElement,2zxheXkSbCUgmJF8PPqK6F,tree,True,spatial containment is present
IFC4-Building-Landscaping,R10_SITE_GEOREFERENCE,IfcSite,23sFQGRy90RxVbRHD9iSE2,environment - site,False,site latitude/longitude are missing
IFC4-Building-Landscaping,R10_SITE_GEOREFERENCE,IfcSite,1Pbuu0tu59NfhrTsztVBK1,house - site,False,site latitude/longitude are missing
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBeam,0fqX614OH1YO1Njdxms2$Q,girder,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBeam,0rh7bRO0L9fg1NzgGKU$Ut,girder,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBeam,3roxUKbVv98xiUcl22_T07,girder,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBeam,0Lvk$Qa81D5et3l3a4S9Vk,girder,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBeam,2ddLgAnQf4mBfh5IpUp54U,girder,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBeam,2fjJuPht9EIQaZQYZfC1Op,girder,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBuildingElementProxy,1CjP_CWub368bZVuVHeHs3,Group#21,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBuildingElementProxy,2F44QMqSH3TOkM$SZoqCBe,origin,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcBuildingElementProxy,3Fit2Fad92zf2f6aWdJtF5,geo-reference,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcChimney,3dkFAzOGrAIuOzY_RdrdVv,house - chimney,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcFooting,0pFmhV8oD1dB40_b4pscr8,house - foundation,True,GlobalId is present
IFC4-Building-Structural,R01_GLOBAL_ID,IfcRoof,2iPwJwpPDCSgMheXwk9cBT,house - roof,True,GlobalId is present
